Sensors,Lat,Long,Cluster
RWS01_MONICA_00D00A026C5D88200007,52.32908,4.91767,South
RWS01_MONICA_00D00A026C5D98200007,52.32901,4.91768,South
RWS01_MONICA_00D00A026C5D9820000B,52.32901,4.91768,South
RWS01_MONICA_00D00A02742C88200007,52.3292,4.91556,South
RWS01_MONICA_00D00A037400D0050005,52.34691,4.84088,West
RWS01_MONICA_00D00A037400D0050009,52.34691,4.84088,West
RWS01_MONICA_00D00A037400D0050085,52.34691,4.84088,West
RWS01_MONICA_00D00A037400D0050089,52.34691,4.84088,West
RWS01_MONICA_10D00A003C0AD0070007,52.42098,4.90665,North
RWS01_MONICA_10D00A003C0AD007000B,52.42098,4.90665,North
RWS01_MONICA_10D00A003C0AD007000F,52.42098,4.90665,North
RWS01_MONICA_10D00A015C3CD0050005,52.37478,4.97422,East
RWS01_MONICA_10D00A015C3CD0050009,52.37478,4.97422,East
RWS01_MONICA_10D00A015C3CD005000D,52.37478,4.97422,East
RWS01_MONICA_10D00A017001D0050005,52.37082,4.97358,East
RWS01_MONICA_10D00A04741918200005,52.40321,4.85107,North
RWS01_MONICA_10D00A04741918200185,52.40321,4.85107,North
RWS01_MONICA_10D00A04741918200305,52.40321,4.85107,North
RWS01_MONICA_10D00A04783708200007,52.40363,4.85335,North
RWS01_MONICA_10D00A04783708200187,52.40363,4.85335,North
RWS01_MONICA_10D00A04783708200307,52.40363,4.85335,North
