Sensor Locations,Lat,Long
GAD03_948_951,52.341143,4.827886
GAD03_949_1065,52.351171,4.827561
GAD03_949_1085,52.351373,4.827428
GAD03_949_1142,52.351444,4.827548
GAD03_949_859,52.351144,4.82756
GAD03_949_950,52.351367,4.827325
GAD03_950_949,52.346598,4.827653
GAD03_950_951,52.346985,4.827416
GAD03_951_948,52.345563,4.827454
GAD03_951_950,52.345733,4.827688
GAD03_951_952,52.345926,4.827438
GAD03_952_1084,52.345568,4.841382
GAD03_952_568,52.345566,4.841441
GAD03_952_951,52.34595,4.840515
GAD03_953-2_1138,52.366165,4.80401
GAD03_956-1_866,52.354122,4.809633
GAD03_956-1_956-2,52.353901,4.809245
GAD03_956-2_1093,52.354091,4.810201
GAD03_956-2_956-1,52.354301,4.810818
GAD03_961_1138,52.372664,4.817682
GAD03_961_962,52.372487,4.817861
GAD03_962_961,52.375379,4.818684
GAD03_962_964,52.375475,4.819533
GAD03_963_908,52.374333,4.827145
GAD03_963_964,52.373631,4.832961
GAD03_964_1144,52.374301,4.827229
GAD03_964_962,52.374504,4.827385
GAD03_964_963,52.374329,4.827173
GAD03_965_889,52.395401,4.808504
GAD03_965_987,52.39517,4.808258
GAD03_967_903,52.385029,4.851705
GAD03_967_904,52.385038,4.851705
GAD03_970_1140,52.356218,4.791152
GAD03_970_865,52.356499,4.790875
GAD03_972_902,52.384799,4.834967
GAD03_972_982,52.384668,4.834619
GAD03_972_983,52.384807,4.834747
GAD03_973_905,52.38527,4.865275
GAD03_975_1001,52.39313,4.872877
GAD03_975_1067,52.393155,4.872954
GAD03_975_144,52.393044,4.872584
GAD03_975_974,52.39313,4.872789
GAD03_975_976,52.392853,4.872758
GAD03_976_144,52.391649,4.878227
GAD03_976_975,52.391646,4.878232
GAD03_978_904,52.385225,4.863138
GAD03_978_973,52.385225,4.863114
GAD03_980_1001,52.39188,4.855372
GAD03_980_914,52.392141,4.855357
GAD03_981_915-1,52.391637,4.840893
GAD03_981_916-3,52.391869,4.840881
GAD03_982_972,52.384902,4.840442
GAD03_982_990,52.384779,4.840218
GAD03_983_972,52.386249,4.835362
GAD03_983_984,52.385898,4.835338
GAD03_984_916,52.387387,4.836146
GAD03_984_983,52.387817,4.836008
GAD03_985_986,52.389273,4.818643
GAD03_985_987,52.389229,4.818847
GAD03_986_902,52.387873,4.818663
GAD03_986_985,52.387863,4.818854
GAD03_987_916-1,52.391322,4.818715
GAD03_987_965,52.391708,4.818707
GAD03_987_985,52.391309,4.818466
GAD03_990_903,52.384775,4.845503
GAD03_centrumring_MRVisserPlein_PHKade,52.367982,4.903234
GAD03_De_Ruijterkade_oost1,52.378149,4.906419
GAD03_De_Ruijterkade_oost2,52.377329,4.909983
GAD03_GAD03_1067_974,52.393906,4.86381
GAD03_Meeuwenlaan_201-1,52.387658,4.923764
GAD03_MOA_Route004,52.390788,4.884958
GAD03_MOA_Route028,52.372497,4.934487
GAD03_MOA_Route110,52.366008,4.804001
GAD03_MOA_Route117_M,52.309948,4.930807
GAD03_MOA_Route12B,52.374632,4.8582
GAD03_MOA_Route14B,52.358298,4.852375
GAD03_MOA_Route27B,52.372309,4.961645
GAD03_MOA_Route35A,52.386024,4.913409
GAD03_MOA_Route55A,52.337886,4.892102
GAD03_N202_896,52.429997,4.735811
GAD03_Rokin_153,52.367526,4.893527
GAD03_S100buiten,52.390618,4.884896
GAD03_XXX_913,52.417227,4.826074
LRA01_PNH_A10Li4.2c_N247Re30.0,52.408916,4.941
LRA01_PNH_N235Li0.5_N247RL31.3,52.426277,4.95108
LRA01_PNH_N235Li1.0_N235Li0.5,52.430294,4.951129
LRA01_PNH_N235Li1.5_N235Li1.0,52.434938,4.951317
LRA01_PNH_N235Li1.9_N235Li1.5,52.438527,4.951066
LRA01_PNH_N235Li2.5_N235Li1.9,52.443761,4.950083
LRA01_PNH_N235Li3.0_N235Li2.5,52.448215,4.949232
LRA01_PNH_N235Li3.5_N235Li3.0,52.452636,4.948665
LRA01_PNH_N235Li4.0_N235Li3.5,52.456931,4.950706
LRA01_PNH_N235Li4.2_N235Li4.0,52.459212,4.951094
LRA01_PNH_N235Li4.7_N235Li4.2,52.463606,4.949508
LRA01_PNH_N235Li4.8_N235Li4.7,52.463987,4.94938
LRA01_PNH_N235Li5.0_N235Li4.8,52.465813,4.948489
LRA01_PNH_N235Li5.5_N235Li5.0,52.470083,4.94732
LRA01_PNH_N235Li6.0_N235Li5.5,52.474556,4.947426
LRA01_PNH_N235Li6.5_N235Li6.0,52.479003,4.947625
LRA01_PNH_N235Li7.0_N235Li6.5,52.483505,4.948653
LRA01_PNH_N235Li7.2_N235Li7.0,52.485162,4.949101
LRA01_PNH_N247Li30.0_A10Li4.6d,52.413018,4.944107
LRA01_PNH_N247Li30.5_N247Li30.0,52.41694,4.946244
LRA01_PNH_N247Li31.0_N247Li30.5,52.420714,4.94969
LRA01_PNH_N247Li31.3_N247Li31.0,52.421824,4.953347
LRA01_PNH_N247Re30.0_N247Re30.5,52.412871,4.944299
LRA01_PNH_N247Re30.5_N247Re31.0,52.41715,4.946591
LRA01_RWS_A10Li1.0_A10Li33.0,52.423652,4.900482
LRA01_RWS_A10Li1.5_A10Li1.0,52.421172,4.906739
LRA01_RWS_A10Li1.8d_A10Li1.5,52.419915,4.909885
LRA01_RWS_A10Li1.9d_A10Li1.8d,52.42042,4.911674
LRA01_RWS_A10Li10.0_A10Li9.5,52.363304,4.97015
LRA01_RWS_A10Li10.0_A10Li9.6c,52.363246,4.970119
LRA01_RWS_A10Li10.5_A10Li10.0,52.359678,4.968103
LRA01_RWS_A10Li11.0_A10Li10.5,52.355488,4.965721
LRA01_RWS_A10Li2.0_A10Li1.5,52.418604,4.912562
LRA01_RWS_A10Li2.0_A10Li1.8c,52.418669,4.912386
LRA01_RWS_A10Li2.5_A10Li2.0,52.416159,4.919094
LRA01_RWS_A10Li3.0_A10Li2.5,52.41356,4.92478
LRA01_RWS_A10Li3.5_A10Li3.0,52.410726,4.930388
LRA01_RWS_A10Li32.0_A10Li31.5,52.424884,4.88488
LRA01_RWS_A10Li32.0s_A10Li31.5s,52.425048,4.885076
LRA01_RWS_A10Li32.3s_A10Li31.9s,52.425277,4.889019
LRA01_RWS_A10Li32.3s_A10Li32.0s,52.425049,4.885091
LRA01_RWS_A10Li32.5_A10Li32.0,52.425036,4.892265
LRA01_RWS_A10Li32.7_A10Li32.3s,52.425281,4.889195
LRA01_RWS_A10Li32.7_A10Li32.5,52.4249,4.893914
LRA01_RWS_A10Li33.0_A10Li32.7,52.42392,4.899519
LRA01_RWS_A10Li4.0_A10Li3.5,52.408307,4.936129
LRA01_RWS_A10Li4.3d_A10Li4.0,52.40704,4.94166
LRA01_RWS_A10Li4.5_A10Li4.0,52.406299,4.943284
LRA01_RWS_A10Li4.6d_A10Li4.3d,52.408748,4.940956
LRA01_RWS_A10Li4.8_A10Li4.2c,52.405274,4.946328
LRA01_RWS_A10Li5.0_A10Li4.8,52.404025,4.949372
LRA01_RWS_A10Li5.5_A10Li5.0,52.401048,4.955129
LRA01_RWS_A10Li6.0_A10Li5.5,52.397634,4.959985
LRA01_RWS_A10Li6.5_A10Li6.0,52.393908,4.963704
LRA01_RWS_A10Li6.8d_A10Li6.5,52.391513,4.966103
LRA01_RWS_A10Li7.0_A10Li6.5,52.389895,4.967137
LRA01_RWS_A10Li7.0d_A10Li6.8d,52.390322,4.967837
LRA01_RWS_A10Li7.4_A10Li7.0,52.386727,4.969756
LRA01_RWS_A10Li7.4_A10Li7.0c,52.38629,4.970099
LRA01_RWS_A10Li7.5_A10Li7.4,52.385941,4.970372
LRA01_RWS_A10Li8.0_A10Li7.5,52.381579,4.972923
LRA01_RWS_A10Li8.5_A10Li8.0,52.377176,4.974103
LRA01_RWS_A10Li9.0_A10Li8.5,52.372778,4.974107
LRA01_RWS_A10Li9.5_A10Li9.0,52.368217,4.972705
LRA01_RWS_A10Li9.8d_A10Li9.5,52.365812,4.972369
LRA01_RWS_A10Li9.9d_A10Li9.8d,52.366302,4.9742
LRA01_RWS_A10R_Amstel_De_Nieuwe_Meer,52.329674,4.920596
LRA01_RWS_A10R_Coenplein_Watergraafsmeer,52.424717,4.884483
LRA01_RWS_A10Re1.0_A10Re1.5,52.423495,4.900388
LRA01_RWS_A10Re1.5_A10Re1.7,52.421022,4.906625
LRA01_RWS_A10Re1.7_A10Re2.0,52.420092,4.908612
LRA01_RWS_A10Re1.7_A10Re2.1a,52.420134,4.90852
LRA01_RWS_A10Re1.7b_A10Re1.9b,52.417285,4.913269
LRA01_RWS_A10Re1.9b_A10Re2.0,52.418608,4.911402
LRA01_RWS_A10Re10.0_A10Re10.5,52.364315,4.970399
LRA01_RWS_A10Re10.5_A10Re11.0,52.359771,4.967854
LRA01_RWS_A10Re2.0_A10Re2.5,52.41823,4.913045
LRA01_RWS_A10Re2.5_A10Re3.0,52.416033,4.918909
LRA01_RWS_A10Re3.0_A10Re3.5,52.413404,4.924677
LRA01_RWS_A10Re3.5_A10Re4.0,52.410535,4.930386
LRA01_RWS_A10Re3.5_A10Re4.1a,52.410593,4.930274
LRA01_RWS_A10Re30.9_A10Re31.0,52.420346,4.871214
LRA01_RWS_A10Re30.9_A8Re1.0,52.420402,4.871309
LRA01_RWS_A10Re31.0_A10Re31.3,52.420861,4.872412
LRA01_RWS_A10Re31.3_A10Re31.5,52.42225,4.875905
LRA01_RWS_A10Re31.3_A10Re31.7a,52.422255,4.875916
LRA01_RWS_A10Re31.5_A10Re32.0,52.423474,4.878347
LRA01_RWS_A10Re31.9b_A10Re32.1b,52.42374,4.883227
LRA01_RWS_A10Re32.0_A10Re32.5,52.424804,4.885295
LRA01_RWS_A10Re32.1b_A10Re32.5,52.424707,4.886945
LRA01_RWS_A10Re32.5_A10Re33.0,52.424826,4.893271
LRA01_RWS_A10Re33.0_A10Re1.0,52.42375,4.899464
LRA01_RWS_A10Re4.0_A10Re4.5,52.408037,4.936295
LRA01_RWS_A10Re4.2b_A10Re4.5b,52.406595,4.938654
LRA01_RWS_A10Re4.5_A10Re5.0,52.406129,4.943267
LRA01_RWS_A10Re4.5b_A10Re5.0,52.40597,4.94266
LRA01_RWS_A10Re5.0_A10Re5.5,52.40383,4.949422
LRA01_RWS_A10Re5.5_A10Re6.0,52.400936,4.955018
LRA01_RWS_A10Re6.0_A10Re6.5,52.397618,4.959726
LRA01_RWS_A10Re6.5_A10Re6.9a,52.39366,4.963594
LRA01_RWS_A10Re6.5_A10Re7.0,52.393668,4.963588
LRA01_RWS_A10Re7.0_A10Re7.5,52.389708,4.966957
LRA01_RWS_A10Re7.2b_A10Re7.3b,52.388459,4.967052
LRA01_RWS_A10Re7.3b_A10Re7.5,52.387967,4.968224
LRA01_RWS_A10Re7.5_A10Re8.0,52.385898,4.970105
LRA01_RWS_A10Re8.0_A10Re8.5,52.381563,4.972679
LRA01_RWS_A10Re8.5_A10Re9.0,52.377047,4.973924
LRA01_RWS_A10Re9.0_A10Re9.5,52.372631,4.97383
LRA01_RWS_A10Re9.5_A10Re10.0,52.367982,4.972337
LRA01_RWS_A10Re9.5_A10Re10.1a,52.367832,4.972262
LRA01_RWS_A10Re9.5b_A10Re9.8b,52.368226,4.970588
LRA01_RWS_A10Re9.8b_A10Re10.0,52.365804,4.969835
LRA01_RWS_A1Li5.2_A10Li11.0,52.348703,4.970132
LRA01_RWs_A5R_Raasdorp_Coentunnel,52.350201,4.736522
LRA01_RWS_A8Li0.7_A10Re32.0,52.424172,4.8824
LRA01_RWS_A8Li1.0_A8Li0.7,52.423565,4.878177
LRA01_RWS_A8Li1.5_A8Li1.0,52.426599,4.873685
LRA01_RWS_A8Li2.0_A8Li1.5,52.43041,4.869346
LRA01_RWS_A8R1.0_A8Re1.5,52.423248,4.87627
PFL02_1002,52.372545,5.22489
PNH03_DB247439_via_N247,52.50332,5.039958
PNH03_N235L_0.55-0.00,52.426244,4.95108
PNH03_N235L_4.26-1.92,52.459223,4.951089
PNH03_N235L_7.18-4.81,52.485135,4.949095
PNH03_N236L_3.26-2.50,52.310303,5.001577
PNH03_N236L_4.42-3.26,52.304043,5.013802
PNH03_N236L_5.29-4.45,52.302742,5.026082
PNH03_N236L_6.01-5.29,52.302403,5.036668
PNH03_N236L_9.03-8.53,52.29118,5.074234
PNH03_N247L_29.54-29.24,52.408964,4.940668
PNH03_N247L_30.97-29.54,52.420716,4.949622
PNH03_N247L_31.25-30.97,52.421791,4.953239
PNH03_N247L_34.26-31.25,52.43163,4.99317
PNH03_N247L_34.45-34.26,52.43268,4.995166
PNH03_N247L_34.70-34.45,52.433991,4.998324
PNH03_N247R_29.24-29.54,52.406616,4.938589
PNH03_N247R_29.54-30.97,52.408853,4.940922
PNH03_N247R_30.97-31.25,52.420607,4.949747
PNH03_TR123,52.421572,4.952442
PNH03_TR125,52.431569,4.993025
PNH03_TR127,52.453011,5.028053
PNH03_TR184,52.406422,4.939186
PNH03_TR65,52.437915,4.951228
PNH03_TR67,52.463188,4.949567
PNH03_TR71,52.30461,5.012676
PNH03_VF_HA_20.90-14.64,52.337132,4.845618
PNH03_VF_HA_A4_4.30-0.00,52.326762,4.789854
PNH03_VF_PU_A10_31.20-20.30,52.422699,4.873502
PNH03_VF_PU_A4_1.40-5.45,52.338909,4.826139
PNH04_N247L0312_RD,52.421568,4.952491
PNH04_N247R0296_LA,52.410284,4.941987
PNH04_PNHTR127,52.453004,5.028135
PNH04_PNHTR67,52.463308,4.949467
RWS01_MONIBAS_0011hrl0037ra0,52.34695,4.95838
RWS01_MONIBAS_0011hrl0041ra0,52.35013,4.96084
RWS01_MONIBAS_0011hrl0047ra0,52.35155,4.96594
RWS01_MONIBAS_0011hrl0051rb0,52.34884,4.96988
RWS01_MONIBAS_0011hrl0054ra0,52.34739,4.97358
RWS01_MONIBAS_0011hrl0057ra0,52.34567,4.97745
RWS01_MONIBAS_0011hrr0040ra0,52.35232,4.96319
RWS01_MONIBAS_0040vwh0003ra0,52.33795,4.84096
RWS01_MONIBAS_0040vwh0007ra0,52.33758,4.83581
RWS01_MONIBAS_0040vwn0063ra0,52.31683,4.75321
RWS01_MONIBAS_0041hrl0011ra0,52.33822,4.82939
RWS01_MONIBAS_0041hrl0015ra0,52.33828,4.82358
RWS01_MONIBAS_0041hrl0020ra0,52.33829,4.81701
RWS01_MONIBAS_0041hrl0024ra0,52.33715,4.81101
RWS01_MONIBAS_0041hrl0027ra0,52.33519,4.80709
RWS01_MONIBAS_0041hrl0030ra0,52.33346,4.80424
RWS01_MONIBAS_0041hrl0036ra0,52.32977,4.79806
RWS01_MONIBAS_0041hrl0040ra0,52.3279,4.79368
RWS01_MONIBAS_0041hrl0044ra0,52.32637,4.78785
RWS01_MONIBAS_0041hrl0047ra0,52.32572,4.78338
RWS01_MONIBAS_0041hrl0052ra0,52.32489,4.77679
RWS01_MONIBAS_0041hrl0055ra0,52.32433,4.772
RWS01_MONIBAS_0041hrl0055rb0,52.32441,4.7727
RWS01_MONIBAS_0041hrl0059ra0,52.32352,4.76658
RWS01_MONIBAS_0041hrl0059rb0,52.32361,4.76699
RWS01_MONIBAS_0041hrl0063ra0,52.32217,4.76165
RWS01_MONIBAS_0041hrl0065ra0,52.32058,4.75823
RWS01_MONIBAS_0041hrl0069ra0,52.31851,4.75521
RWS01_MONIBAS_0041hrr0002ra0,52.33851,4.84191
RWS01_MONIBAS_0041hrr0010ra0,52.33886,4.8309
RWS01_MONIBAS_0041hrr0015ra0,52.33887,4.82371
RWS01_MONIBAS_0041hrr0020ra0,52.33866,4.81615
RWS01_MONIBAS_0041hrr0023ra0,52.33785,4.81163
RWS01_MONIBAS_0051hrl0143ra0,52.39346,4.79306
RWS01_MONIBAS_0051hrl0147ra0,52.39346,4.79851
RWS01_MONIBAS_0051hrl0152ra0,52.39313,4.80575
RWS01_MONIBAS_0051hrl0157ra0,52.39221,4.81235
RWS01_MONIBAS_0051hrl0162ra0,52.39193,4.82005
RWS01_MONIBAS_0051hrl0167ra0,52.39194,4.82784
RWS01_MONIBAS_0051hrl0173ra0,52.39229,4.83604
RWS01_MONIBAS_0051hrl0178ra0,52.39524,4.84229
RWS01_MONIBAS_0051hrl0184ra0,52.39979,4.84764
RWS01_MONIBAS_0051hrl0189ra0,52.40297,4.85143
RWS01_MONIBAS_0051hrr0092ra0,52.36405,4.74844
RWS01_MONIBAS_0051hrr0096ra0,52.36628,4.75247
RWS01_MONIBAS_0051hrr0099ra0,52.36801,4.75642
RWS01_MONIBAS_0051hrr0105ra0,52.3715,4.76298
RWS01_MONIBAS_0051hrr0110ra0,52.37538,4.76655
RWS01_MONIBAS_0051hrr0116ra0,52.38012,4.76788
RWS01_MONIBAS_0051hrr0121ra0,52.38495,4.76792
RWS01_MONIBAS_0051hrr0129ra0,52.39121,4.77303
RWS01_MONIBAS_0051hrr0137ra0,52.39334,4.78369
RWS01_MONIBAS_0051hrr0140ra0,52.39332,4.7886
RWS01_MONIBAS_0051hrr0143ra0,52.39334,4.79333
RWS01_MONIBAS_0051hrr0147ra0,52.39336,4.7988
RWS01_MONIBAS_0051hrr0157ra0,52.39208,4.81259
RWS01_MONIBAS_0051hrr0162ra0,52.39184,4.82011
RWS01_MONIBAS_0051hrr0167ra0,52.39185,4.82777
RWS01_MONIBAS_0051hrr0173ra0,52.39214,4.83584
RWS01_MONIBAS_0051hrr0178ra0,52.39497,4.84195
RWS01_MONIBAS_0051hrr0187ra0,52.40122,4.84993
RWS01_MONIBAS_0080vwf0010ra0,52.42337,4.87434
RWS01_MONIBAS_0080vwf0016ra0,52.42764,4.87219
RWS01_MONIBAS_0081hrl0013ra0,52.42603,4.87429
RWS01_MONIBAS_0081hrl0021ra0,52.4316,4.86802
RWS01_MONIBAS_0081hrr0008ra0,52.42209,4.87501
RWS01_MONIBAS_0090vwp0050ra0,52.33131,5.01794
RWS01_MONIBAS_0090vwp0056ra0,52.33143,5.01861
RWS01_MONIBAS_0090vwr0115ra0,52.29997,4.93762
RWS01_MONIBAS_0090vwx0045ra0,52.33386,5.00082
RWS01_MONIBAS_0091hrl0079ra0,52.31233,4.98475
RWS01_MONIBAS_0091hrl0084ra0,52.31011,4.97809
RWS01_MONIBAS_0091hrl0089ra0,52.30765,4.97098
RWS01_MONIBAS_0091hrl0094ra0,52.30579,4.96551
RWS01_MONIBAS_0091hrl0098ra0,52.30356,4.95996
RWS01_MONIBAS_0091hrl0103ra0,52.30139,4.95384
RWS01_MONIBAS_0091hrl0106ra0,52.30018,4.94945
RWS01_MONIBAS_0091hrl0109ra0,52.29901,4.9457
RWS01_MONIBAS_0091hrr0047ra0,52.33139,5.01808
RWS01_MONIBAS_0091hrr0053ra0,52.3288,5.01051
RWS01_MONIBAS_0091hrr0056ra0,52.3265,5.00696
RWS01_MONIBAS_0091hrr0062ra0,52.32221,5.00309
RWS01_MONIBAS_0091hrr0065ra0,52.31999,5.00082
RWS01_MONIBAS_0091hrr0068ra0,52.31782,4.99786
RWS01_MONIBAS_0091hrr0071ra0,52.31581,4.99409
RWS01_MONIBAS_0091hrr0075ra0,52.31381,4.98921
RWS01_MONIBAS_0091hrr0080ra0,52.31197,4.9832
RWS01_MONIBAS_0091hrr0084ra0,52.31019,4.97801
RWS01_MONIBAS_0091hrr0089ra0,52.30779,4.97103
RWS01_MONIBAS_0091hrr0094ra0,52.30583,4.96544
RWS01_MONIBAS_0091hrr0098ra0,52.3036,4.95978
RWS01_MONIBAS_0091hrr0103ra0,52.30161,4.95424
RWS01_MONIBAS_0091hrr0111ra1,52.2987,4.9426
RWS01_MONIBAS_0100vwn0290ra0,52.40665,4.8556
RWS01_MONIBAS_0100vwn0293ra0,52.40898,4.85872
RWS01_MONIBAS_0100vwn0297ra0,52.41242,4.86212
RWS01_MONIBAS_0100vwn0300ra0,52.41469,4.86425
RWS01_MONIBAS_0100vwn0304ra0,52.41717,4.86663
RWS01_MONIBAS_0100vwn0308ra0,52.42064,4.87014
RWS01_MONIBAS_0100vwp0281ra0,52.39755,4.8455
RWS01_MONIBAS_0100vwp0285ra0,52.40446,4.85347
RWS01_MONIBAS_0100vwp0290ra0,52.40697,4.8567
RWS01_MONIBAS_0100vwp0294ra0,52.40971,4.86008
RWS01_MONIBAS_0100vwp0298ra0,52.41245,4.86277
RWS01_MONIBAS_0100vwp0303ra0,52.41613,4.86631
RWS01_MONIBAS_0100vwp0307ra0,52.41903,4.86913
RWS01_MONIBAS_0100vwp0312ra0,52.42194,4.87415
RWS01_MONIBAS_0100vwp0317ra0,52.42613,4.87474
RWS01_MONIBAS_0100vwp0324ra0,52.43125,4.86876
RWS01_MONIBAS_0100vwq0308ra0,52.42003,4.87022
RWS01_MONIBAS_0100vws0166ra0,52.33027,4.90281
RWS01_MONIBAS_0100vws0206ra0,52.339,4.83084
RWS01_MONIBAS_0100vws0212ra0,52.33928,4.83906
RWS01_MONIBAS_0100vws0319ra0,52.42505,4.8851
RWS01_MONIBAS_0100vws0322ra0,52.42527,4.88955
RWS01_MONIBAS_0100vwt0113ra0,52.35298,4.96392
RWS01_MONIBAS_0100vwt0119ra0,52.34936,4.96485
RWS01_MONIBAS_0101hrl0022ra0,52.41757,4.91537
RWS01_MONIBAS_0101hrl0027ra0,52.41486,4.92198
RWS01_MONIBAS_0101hrl0033ra0,52.41153,4.92882
RWS01_MONIBAS_0101hrl0042ra0,52.40743,4.93925
RWS01_MONIBAS_0101hrl0050ra0,52.40383,4.94982
RWS01_MONIBAS_0101hrl0056ra0,52.40017,4.95658
RWS01_MONIBAS_0101hrl0062ra0,52.39588,4.9619
RWS01_MONIBAS_0101hrl0067ra0,52.39223,4.9651
RWS01_MONIBAS_0101hrl0071ra0,52.38903,4.9678
RWS01_MONIBAS_0101hrl0074ra0,52.38614,4.97019
RWS01_MONIBAS_0101hrl0080ra0,52.3813,4.97305
RWS01_MONIBAS_0101hrl0085ra0,52.37712,4.9741
RWS01_MONIBAS_0101hrl0090ra0,52.37244,4.97401
RWS01_MONIBAS_0101hrl0094ra0,52.36905,4.97305
RWS01_MONIBAS_0101hrl0097ra0,52.36578,4.97142
RWS01_MONIBAS_0101hrl0101ra0,52.36287,4.96986
RWS01_MONIBAS_0101hrl0105ra0,52.35941,4.96793
RWS01_MONIBAS_0101hrl0109ra0,52.3563,4.96615
RWS01_MONIBAS_0101hrl0112ra0,52.35334,4.96443
RWS01_MONIBAS_0101hrl0120ra0,52.34668,4.95865
RWS01_MONIBAS_0101hrl0124ra0,52.34366,4.95576
RWS01_MONIBAS_0101hrl0129ra0,52.33986,4.95144
RWS01_MONIBAS_0101hrl0135ra0,52.33754,4.94431
RWS01_MONIBAS_0101hrl0140ra0,52.33554,4.9381
RWS01_MONIBAS_0101hrl0144ra0,52.33373,4.9331
RWS01_MONIBAS_0101hrl0147ra0,52.33219,4.92853
RWS01_MONIBAS_0101hrl0170ra1,52.33221,4.8989
RWS01_MONIBAS_0101hrl0175ra0,52.33535,4.89247
RWS01_MONIBAS_0101hrl0181ra0,52.33806,4.88618
RWS01_MONIBAS_0101hrl0186ra0,52.33859,4.87777
RWS01_MONIBAS_0101hrl0191ra0,52.33844,4.87125
RWS01_MONIBAS_0101hrl0199ra0,52.33784,4.85905
RWS01_MONIBAS_0101hrl0205ra0,52.33743,4.85129
RWS01_MONIBAS_0101hrl0208ra0,52.33719,4.84654
RWS01_MONIBAS_0101hrl0212ra0,52.33861,4.84157
RWS01_MONIBAS_0101hrl0218ra0,52.34444,4.84088
RWS01_MONIBAS_0101hrl0225ra0,52.35086,4.84226
RWS01_MONIBAS_0101hrl0228ra0,52.35351,4.84248
RWS01_MONIBAS_0101hrl0233ra0,52.35803,4.84238
RWS01_MONIBAS_0101hrl0239ra0,52.36293,4.84221
RWS01_MONIBAS_0101hrl0242ra0,52.36571,4.84213
RWS01_MONIBAS_0101hrl0247ra0,52.37044,4.84202
RWS01_MONIBAS_0101hrl0253ra0,52.37585,4.84309
RWS01_MONIBAS_0101hrl0257ra0,52.37937,4.84447
RWS01_MONIBAS_0101hrl0261ra0,52.38315,4.84455
RWS01_MONIBAS_0101hrl0267ra0,52.38806,4.84429
RWS01_MONIBAS_0101hrl0271ra0,52.39219,4.84399
RWS01_MONIBAS_0101hrl0277ra0,52.39711,4.84467
RWS01_MONIBAS_0101hrl0281ra0,52.40014,4.84764
RWS01_MONIBAS_0101hrl0287ra0,52.40469,4.85322
RWS01_MONIBAS_0101hrl0290ra1,52.40656,4.85584
RWS01_MONIBAS_0101hrl0293ra0,52.40891,4.85878
RWS01_MONIBAS_0101hrl0297ra0,52.41233,4.86225
RWS01_MONIBAS_0101hrl0304ra0,52.4171,4.86678
RWS01_MONIBAS_0101hrl0308ra0,52.42061,4.87044
RWS01_MONIBAS_0101hrl0314ra0,52.42341,4.87731
RWS01_MONIBAS_0101hrl0319ra0,52.42491,4.88506
RWS01_MONIBAS_0101hrr0019ra0,52.41869,4.91172
RWS01_MONIBAS_0101hrr0025ra0,52.41586,4.91924
RWS01_MONIBAS_0101hrr0032ra0,52.41223,4.92699
RWS01_MONIBAS_0101hrr0037ra0,52.4094,4.93263
RWS01_MONIBAS_0101hrr0042ra0,52.4073,4.93909
RWS01_MONIBAS_0101hrr0045ra0,52.40606,4.94349
RWS01_MONIBAS_0101hrr0051ra0,52.40304,4.95113
RWS01_MONIBAS_0101hrr0057ra0,52.39925,4.9576
RWS01_MONIBAS_0101hrr0063ra0,52.39482,4.96259
RWS01_MONIBAS_0101hrr0069ra0,52.39007,4.96667
RWS01_MONIBAS_0101hrr0074ra0,52.38609,4.96999
RWS01_MONIBAS_0101hrr0080ra0,52.38135,4.97276
RWS01_MONIBAS_0101hrr0085ra0,52.3771,4.9739
RWS01_MONIBAS_0101hrr0088ra0,52.3736,4.97401
RWS01_MONIBAS_0101hrr0093ra0,52.36932,4.97292
RWS01_MONIBAS_0101hrr0097ra0,52.36582,4.97122
RWS01_MONIBAS_0101hrr0103ra0,52.36142,4.9688
RWS01_MONIBAS_0101hrr0109ra0,52.35635,4.96592
RWS01_MONIBAS_0101hrr0113ra0,52.35297,4.96395
RWS01_MONIBAS_0101hrr0118ra0,52.34895,4.96068
RWS01_MONIBAS_0101hrr0123ra0,52.34497,4.95667
RWS01_MONIBAS_0101hrr0127ra0,52.34133,4.95321
RWS01_MONIBAS_0101hrr0133ra0,52.33818,4.94629
RWS01_MONIBAS_0101hrr0163ra0,52.32945,4.90731
RWS01_MONIBAS_0101hrr0169ra0,52.3323,4.90059
RWS01_MONIBAS_0101hrr0175ra0,52.33616,4.89327
RWS01_MONIBAS_0101hrr0180ra0,52.33871,4.88816
RWS01_MONIBAS_0101hrr0185ra0,52.33971,4.8809
RWS01_MONIBAS_0101hrr0189ra0,52.33951,4.87429
RWS01_MONIBAS_0101hrr0194ra0,52.33919,4.86729
RWS01_MONIBAS_0101hrr0197ra0,52.33892,4.86214
RWS01_MONIBAS_0101hrr0203ra0,52.33854,4.85454
RWS01_MONIBAS_0101hrr0209ra1,52.33807,4.84456
RWS01_MONIBAS_0101hrr0215ra0,52.3417,4.84148
RWS01_MONIBAS_0101hrr0219ra0,52.34554,4.84111
RWS01_MONIBAS_0101hrr0225ra0,52.35082,4.84251
RWS01_MONIBAS_0101hrr0229ra0,52.35396,4.84272
RWS01_MONIBAS_0101hrr0233ra0,52.358,4.8426
RWS01_MONIBAS_0101hrr0239ra0,52.36294,4.84248
RWS01_MONIBAS_0101hrr0244ra0,52.36783,4.84232
RWS01_MONIBAS_0101hrr0249ra0,52.3719,4.84221
RWS01_MONIBAS_0101hrr0253ra0,52.37587,4.84333
RWS01_MONIBAS_0101hrr0258ra0,52.37994,4.84484
RWS01_MONIBAS_0101hrr0261ra0,52.38323,4.84478
